starttime	seconds	ctime	dtime	ttime	wait
Sat Jul 08 00:29:53 2017	1499484593	0	2	2	2
Sat Jul 08 00:29:53 2017	1499484593	0	2	2	2
Sat Jul 08 00:29:53 2017	1499484593	0	2	2	2
Sat Jul 08 00:29:53 2017	1499484593	0	2	2	2
Sat Jul 08 00:29:53 2017	1499484593	0	2	2	2
Sat Jul 08 00:29:53 2017	1499484593	0	2	2	2
Sat Jul 08 00:29:53 2017	1499484593	0	2	2	2
Sat Jul 08 00:29:53 2017	1499484593	0	2	2	2
Sat Jul 08 00:29:53 2017	1499484593	0	2	2	2
Sat Jul 08 00:29:53 2017	1499484593	0	2	2	2
Sat Jul 08 00:29:53 2017	1499484593	0	2	3	2
Sat Jul 08 00:29:53 2017	1499484593	0	2	3	2
Sat Jul 08 00:29:53 2017	1499484593	0	2	3	2
Sat Jul 08 00:29:53 2017	1499484593	0	3	3	2
Sat Jul 08 00:29:53 2017	1499484593	0	3	3	3
Sat Jul 08 00:29:53 2017	1499484593	0	3	3	3
Sat Jul 08 00:29:53 2017	1499484593	0	2	3	2
Sat Jul 08 00:29:53 2017	1499484593	0	3	3	2
Sat Jul 08 00:29:53 2017	1499484593	0	3	3	2
Sat Jul 08 00:29:53 2017	1499484593	0	3	3	2
Sat Jul 08 00:29:53 2017	1499484593	0	3	3	2
Sat Jul 08 00:29:53 2017	1499484593	0	3	3	2
Sat Jul 08 00:29:53 2017	1499484593	0	3	3	2
Sat Jul 08 00:29:53 2017	1499484593	0	3	3	2
Sat Jul 08 00:29:53 2017	1499484593	0	3	3	3
Sat Jul 08 00:29:53 2017	1499484593	0	3	3	3
Sat Jul 08 00:29:53 2017	1499484593	0	3	3	3
Sat Jul 08 00:29:53 2017	1499484593	0	3	3	2
Sat Jul 08 00:29:53 2017	1499484593	0	3	3	2
Sat Jul 08 00:29:53 2017	1499484593	0	3	3	3
Sat Jul 08 00:29:53 2017	1499484593	0	3	3	2
Sat Jul 08 00:29:53 2017	1499484593	0	3	3	2
Sat Jul 08 00:29:53 2017	1499484593	0	3	3	3
Sat Jul 08 00:29:53 2017	1499484593	0	3	3	3
Sat Jul 08 00:29:53 2017	1499484593	0	3	3	3
Sat Jul 08 00:29:53 2017	1499484593	0	3	3	3
Sat Jul 08 00:29:53 2017	1499484593	0	3	3	3
Sat Jul 08 00:29:53 2017	1499484593	0	3	3	3
Sat Jul 08 00:29:53 2017	1499484593	0	3	3	3
Sat Jul 08 00:29:53 2017	1499484593	0	3	3	3
Sat Jul 08 00:29:53 2017	1499484593	0	3	3	3
Sat Jul 08 00:29:53 2017	1499484593	0	3	3	3
Sat Jul 08 00:29:53 2017	1499484593	0	3	3	3
Sat Jul 08 00:29:53 2017	1499484593	0	3	3	3
Sat Jul 08 00:29:53 2017	1499484593	0	3	4	3
Sat Jul 08 00:29:53 2017	1499484593	0	3	4	3
Sat Jul 08 00:29:53 2017	1499484593	0	4	4	2
Sat Jul 08 00:29:53 2017	1499484593	0	4	4	3
Sat Jul 08 00:29:53 2017	1499484593	0	3	4	3
Sat Jul 08 00:29:53 2017	1499484593	0	4	4	3
Sat Jul 08 00:29:53 2017	1499484593	0	4	4	3
Sat Jul 08 00:29:53 2017	1499484593	0	4	4	3
Sat Jul 08 00:29:53 2017	1499484593	0	4	4	3
Sat Jul 08 00:29:53 2017	1499484593	0	4	4	3
Sat Jul 08 00:29:53 2017	1499484593	0	4	4	3
Sat Jul 08 00:29:53 2017	1499484593	0	4	4	3
Sat Jul 08 00:29:53 2017	1499484593	0	4	4	4
Sat Jul 08 00:29:53 2017	1499484593	0	4	4	3
Sat Jul 08 00:29:53 2017	1499484593	0	4	4	3
Sat Jul 08 00:29:53 2017	1499484593	0	4	4	3
Sat Jul 08 00:29:53 2017	1499484593	0	4	4	4
Sat Jul 08 00:29:53 2017	1499484593	0	4	4	3
Sat Jul 08 00:29:53 2017	1499484593	0	4	4	3
Sat Jul 08 00:29:53 2017	1499484593	0	4	4	3
Sat Jul 08 00:29:53 2017	1499484593	0	4	4	3
Sat Jul 08 00:29:53 2017	1499484593	0	4	4	3
Sat Jul 08 00:29:53 2017	1499484593	0	4	4	4
Sat Jul 08 00:29:53 2017	1499484593	0	4	4	3
Sat Jul 08 00:29:53 2017	1499484593	0	4	4	4
Sat Jul 08 00:29:53 2017	1499484593	0	4	4	3
Sat Jul 08 00:29:53 2017	1499484593	0	4	4	2
Sat Jul 08 00:29:53 2017	1499484593	0	4	4	3
Sat Jul 08 00:29:53 2017	1499484593	0	4	4	3
Sat Jul 08 00:29:53 2017	1499484593	0	4	4	4
Sat Jul 08 00:29:53 2017	1499484593	0	4	4	4
Sat Jul 08 00:29:53 2017	1499484593	0	4	4	4
Sat Jul 08 00:29:53 2017	1499484593	0	4	4	4
Sat Jul 08 00:29:53 2017	1499484593	0	4	4	4
Sat Jul 08 00:29:53 2017	1499484593	0	4	4	3
Sat Jul 08 00:29:53 2017	1499484593	0	4	4	4
Sat Jul 08 00:29:53 2017	1499484593	0	4	4	4
Sat Jul 08 00:29:53 2017	1499484593	0	4	4	3
Sat Jul 08 00:29:53 2017	1499484593	0	4	4	4
Sat Jul 08 00:29:53 2017	1499484593	0	4	4	3
Sat Jul 08 00:29:53 2017	1499484593	0	4	4	4
Sat Jul 08 00:29:53 2017	1499484593	0	4	5	3
Sat Jul 08 00:29:53 2017	1499484593	0	4	5	4
Sat Jul 08 00:29:53 2017	1499484593	0	4	5	4
Sat Jul 08 00:29:53 2017	1499484593	0	4	5	4
Sat Jul 08 00:29:53 2017	1499484593	0	5	5	4
Sat Jul 08 00:29:53 2017	1499484593	0	5	5	4
Sat Jul 08 00:29:53 2017	1499484593	0	5	5	4
Sat Jul 08 00:29:53 2017	1499484593	0	5	5	3
Sat Jul 08 00:29:53 2017	1499484593	0	5	5	3
Sat Jul 08 00:29:53 2017	1499484593	0	5	5	5
Sat Jul 08 00:29:53 2017	1499484593	0	4	5	4
Sat Jul 08 00:29:53 2017	1499484593	0	5	5	4
Sat Jul 08 00:29:53 2017	1499484593	0	5	5	4
Sat Jul 08 00:29:53 2017	1499484593	0	5	5	5
Sat Jul 08 00:29:53 2017	1499484593	0	5	5	4
Sat Jul 08 00:29:53 2017	1499484593	0	5	5	4
Sat Jul 08 00:29:53 2017	1499484593	0	5	5	4
Sat Jul 08 00:29:53 2017	1499484593	0	5	5	4
Sat Jul 08 00:29:53 2017	1499484593	0	5	5	4
Sat Jul 08 00:29:53 2017	1499484593	0	5	5	4
Sat Jul 08 00:29:53 2017	1499484593	0	5	5	4
Sat Jul 08 00:29:53 2017	1499484593	0	5	5	4
Sat Jul 08 00:29:53 2017	1499484593	0	5	5	4
Sat Jul 08 00:29:53 2017	1499484593	0	5	5	5
Sat Jul 08 00:29:53 2017	1499484593	0	5	5	4
Sat Jul 08 00:29:53 2017	1499484593	0	5	5	4
Sat Jul 08 00:29:53 2017	1499484593	0	5	5	5
Sat Jul 08 00:29:53 2017	1499484593	0	5	5	5
Sat Jul 08 00:29:53 2017	1499484593	0	5	5	5
Sat Jul 08 00:29:53 2017	1499484593	0	5	5	5
Sat Jul 08 00:29:53 2017	1499484593	0	5	5	4
Sat Jul 08 00:29:53 2017	1499484593	0	5	5	5
Sat Jul 08 00:29:53 2017	1499484593	0	5	5	5
Sat Jul 08 00:29:53 2017	1499484593	0	5	5	5
Sat Jul 08 00:29:53 2017	1499484593	0	5	5	4
Sat Jul 08 00:29:53 2017	1499484593	0	5	5	5
Sat Jul 08 00:29:53 2017	1499484593	0	5	5	4
Sat Jul 08 00:29:53 2017	1499484593	0	5	5	5
Sat Jul 08 00:29:53 2017	1499484593	0	5	5	5
Sat Jul 08 00:29:53 2017	1499484593	0	5	5	5
Sat Jul 08 00:29:53 2017	1499484593	0	5	5	5
Sat Jul 08 00:29:53 2017	1499484593	0	5	6	4
Sat Jul 08 00:29:53 2017	1499484593	0	6	6	6
Sat Jul 08 00:29:53 2017	1499484593	0	6	6	5
Sat Jul 08 00:29:53 2017	1499484593	0	6	6	5
Sat Jul 08 00:29:53 2017	1499484593	0	6	6	4
Sat Jul 08 00:29:53 2017	1499484593	0	6	6	5
Sat Jul 08 00:29:53 2017	1499484593	0	6	6	6
Sat Jul 08 00:29:53 2017	1499484593	0	6	6	5
Sat Jul 08 00:29:53 2017	1499484593	0	6	6	5
Sat Jul 08 00:29:53 2017	1499484593	0	6	6	4
Sat Jul 08 00:29:53 2017	1499484593	0	6	6	5
Sat Jul 08 00:29:53 2017	1499484593	0	6	6	5
Sat Jul 08 00:29:53 2017	1499484593	0	6	6	5
Sat Jul 08 00:29:53 2017	1499484593	0	6	6	5
Sat Jul 08 00:29:53 2017	1499484593	0	6	6	5
Sat Jul 08 00:29:53 2017	1499484593	0	6	6	5
Sat Jul 08 00:29:53 2017	1499484593	0	6	6	5
Sat Jul 08 00:29:53 2017	1499484593	0	6	6	6
Sat Jul 08 00:29:53 2017	1499484593	0	6	6	6
Sat Jul 08 00:29:53 2017	1499484593	0	6	6	6
Sat Jul 08 00:29:53 2017	1499484593	0	6	6	6
Sat Jul 08 00:29:53 2017	1499484593	0	6	6	6
Sat Jul 08 00:29:53 2017	1499484593	0	6	6	6
Sat Jul 08 00:29:53 2017	1499484593	0	7	7	6
Sat Jul 08 00:29:53 2017	1499484593	0	7	7	4
Sat Jul 08 00:29:53 2017	1499484593	0	7	7	6
Sat Jul 08 00:29:53 2017	1499484593	0	7	7	6
Sat Jul 08 00:29:53 2017	1499484593	0	7	7	6
Sat Jul 08 00:29:53 2017	1499484593	0	7	7	7
Sat Jul 08 00:29:53 2017	1499484593	0	7	7	6
